id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
499,Female,28,1,50,1,< 1 Year,No,26788,152,221,0
500,Male,20,1,36,1,< 1 Year,No,27397,152,13,0
501,Male,23,1,21,0,< 1 Year,Yes,33870,152,258,0
502,Female,31,1,15,1,< 1 Year,No,33444,152,233,0
503,Female,31,1,15,1,< 1 Year,No,40315,152,103,0
504,Female,51,1,28,0,1-2 Year,Yes,39214,26,15,0
505,Female,23,1,37,1,< 1 Year,No,41919,152,288,0
507,Female,25,1,28,0,< 1 Year,Yes,92716,152,247,0
508,Female,25,1,28,1,< 1 Year,No,74371,152,295,0
509,Female,22,1,28,1,< 1 Year,No,58936,152,274,0
510,Female,31,1,18,1,< 1 Year,No,44945,152,201,0
511,Female,22,1,46,1,< 1 Year,No,36430,152,241,0
512,Male,29,1,7,1,< 1 Year,No,2630,152,59,0
513,Female,38,1,45,0,1-2 Year,Yes,2630,156,253,0
514,Female,26,1,15,1,< 1 Year,No,32553,152,97,0
516,Female,70,1,28,0,1-2 Year,Yes,37783,139,102,0
517,Male,58,1,28,0,1-2 Year,Yes,41394,124,22,0
518,Male,52,1,12,0,1-2 Year,Yes,29442,124,264,0
519,Male,49,1,28,0,1-2 Year,Yes,31733,26,265,0
520,Female,24,1,30,0,< 1 Year,No,39055,152,127,0
521,Female,24,1,30,1,< 1 Year,No,28829,152,173,0
522,Female,76,1,8,0,1-2 Year,Yes,38546,163,92,0
523,Female,22,1,3,0,< 1 Year,Yes,23309,160,202,0
524,Female,23,1,43,1,< 1 Year,No,25272,152,25,0
525,Male,24,1,8,1,< 1 Year,No,60219,151,233,0
526,Female,25,1,47,0,< 1 Year,Yes,40374,152,246,0
527,Male,33,1,46,1,1-2 Year,No,27599,124,10,0
528,Male,51,1,18,1,1-2 Year,No,2630,26,88,0
529,Female,48,1,27,0,1-2 Year,Yes,34900,124,153,0
530,Male,38,1,48,0,1-2 Year,Yes,2630,124,67,0
531,Female,21,1,7,1,< 1 Year,No,2630,152,74,0
532,Male,36,1,9,1,1-2 Year,No,41410,152,174,0
533,Female,22,1,28,1,< 1 Year,No,24980,152,181,0
534,Male,53,1,28,1,1-2 Year,Yes,36544,26,182,0
535,Male,45,1,46,1,1-2 Year,No,2630,26,271,0
536,Male,24,1,15,1,< 1 Year,No,23479,151,259,0
537,Male,46,1,11,1,1-2 Year,No,36581,152,115,0
538,Female,57,1,41,1,1-2 Year,No,24564,152,220,0
539,Male,41,1,28,0,1-2 Year,Yes,44898,124,154,0
541,Male,47,1,31,0,1-2 Year,Yes,2630,124,80,0
542,Male,51,1,41,0,> 2 Years,Yes,31443,12,82,0
543,Female,24,1,15,0,< 1 Year,Yes,2630,152,48,0
545,Female,25,1,8,1,< 1 Year,No,61805,152,58,0
546,Male,46,1,8,1,1-2 Year,No,34727,124,229,0
548,Female,48,1,28,0,1-2 Year,Yes,47104,26,166,0
549,Male,22,1,46,1,< 1 Year,No,26647,160,95,0
550,Male,27,1,46,1,< 1 Year,No,26312,152,244,0
551,Male,33,1,43,1,1-2 Year,No,2630,26,149,0
552,Male,23,1,47,1,< 1 Year,No,35982,152,277,0
553,Female,44,1,28,1,1-2 Year,No,34612,26,62,0
554,Female,24,1,41,1,< 1 Year,No,29857,152,201,0
555,Male,39,1,38,0,1-2 Year,Yes,33149,124,20,0
556,Female,21,1,13,1,< 1 Year,No,24731,160,283,0
557,Male,25,1,15,1,< 1 Year,No,34661,160,207,0
559,Female,27,1,28,1,< 1 Year,No,52455,152,21,0
560,Female,42,1,8,0,> 2 Years,Yes,34393,124,209,0
561,Female,23,1,44,1,< 1 Year,No,28978,152,242,0
562,Male,36,1,28,1,1-2 Year,No,44579,26,104,0
563,Male,50,1,28,0,> 2 Years,Yes,38269,29,244,0
564,Male,69,0,33,0,1-2 Year,Yes,39730,26,53,0
565,Male,24,1,11,1,< 1 Year,No,36316,152,64,0
566,Male,57,1,7,0,1-2 Year,Yes,2630,124,52,0
567,Female,32,1,43,0,< 1 Year,No,2630,152,167,0
568,Male,68,1,8,0,1-2 Year,Yes,112974,26,206,0
570,Male,37,1,30,0,1-2 Year,Yes,29934,26,141,0
571,Female,27,1,17,1,< 1 Year,No,2630,151,24,0
572,Female,21,1,47,0,< 1 Year,Yes,57982,160,89,0
573,Female,46,1,28,0,1-2 Year,Yes,51568,11,216,0
574,Male,55,1,28,0,1-2 Year,Yes,54115,55,114,0
575,Male,79,1,29,0,1-2 Year,Yes,28777,26,220,0
576,Female,22,1,8,0,< 1 Year,Yes,35461,152,90,0
578,Male,22,1,30,1,< 1 Year,No,28001,152,226,0
579,Female,24,1,28,0,< 1 Year,Yes,31901,152,17,0
580,Male,32,1,21,1,< 1 Year,No,25562,152,261,0
581,Male,40,1,28,0,1-2 Year,Yes,34364,124,41,0
582,Female,23,1,8,1,< 1 Year,No,48251,152,202,0
583,Male,56,1,6,1,1-2 Year,Yes,20472,26,288,0
585,Male,24,1,15,1,< 1 Year,No,33613,152,205,0
586,Female,27,1,33,1,< 1 Year,No,2630,160,266,0
587,Male,21,1,26,0,< 1 Year,Yes,25205,160,256,0
588,Female,72,1,28,0,1-2 Year,Yes,61819,122,35,0
589,Female,25,1,6,0,< 1 Year,Yes,2630,152,288,0
590,Female,21,1,7,1,< 1 Year,No,48103,160,135,0
591,Male,24,1,45,0,< 1 Year,Yes,19848,152,115,0
592,Female,25,1,24,1,< 1 Year,No,2630,152,36,0
593,Male,26,1,30,1,< 1 Year,No,22102,152,97,0
594,Female,75,1,46,1,1-2 Year,No,30356,26,288,0
595,Female,24,1,41,1,< 1 Year,Yes,21093,160,53,0
596,Male,66,1,14,0,1-2 Year,Yes,40223,124,200,0
597,Female,23,1,41,1,< 1 Year,No,32465,152,47,0
600,Female,25,1,23,1,< 1 Year,No,19298,152,140,0
601,Male,21,1,29,1,< 1 Year,No,28450,152,17,0
602,Female,23,1,28,1,< 1 Year,No,28155,152,83,0
603,Female,38,1,28,0,1-2 Year,Yes,26103,154,121,0
604,Male,44,1,35,0,1-2 Year,Yes,2630,124,245,0
605,Male,25,1,28,0,< 1 Year,Yes,60550,152,269,0
606,Male,38,1,28,0,1-2 Year,Yes,52970,124,106,0
607,Female,24,1,13,1,< 1 Year,No,22649,152,243,0
608,Female,23,1,27,0,< 1 Year,No,2630,152,103,0
609,Female,43,1,28,1,1-2 Year,No,2630,124,248,0
610,Female,30,1,26,0,,Yes,2630,154,74,0
611,Female,49,1,28,1,,No,2630,124,100,0
612,Female,22,1,30,1,,No,30724,152,271,0
614,Male,72,1,28,0,,Yes,45683,26,270,0
615,Male,25,1,8,1,,No,63124,152,136,0
616,Male,64,1,28,1,1-2 Year,No,30068,26,237,0
618,Male,84,1,28,1,1-2 Year,No,49367,122,31,0
619,Male,46,1,28,0,> 2 Years,Yes,42534,124,168,0
621,Male,73,1,46,0,1-2 Year,Yes,41623,26,146,0
623,Male,47,1,9,0,1-2 Year,Yes,37752,26,235,0
624,Male,55,1,28,1,1-2 Year,Yes,42394,26,142,0
625,Female,45,1,37,0,1-2 Year,Yes,35692,152,235,0
626,Female,24,1,11,1,< 1 Year,No,38608,152,107,0
627,Male,44,1,23,0,1-2 Year,Yes,42609,124,83,0
629,Female,24,1,3,1,< 1 Year,No,28239,152,67,0
630,Female,27,1,15,0,< 1 Year,No,28171,152,213,0
631,Male,21,1,26,1,< 1 Year,No,15945,160,160,0
632,Female,22,1,40,1,< 1 Year,No,32851,152,234,0
633,Female,22,1,14,1,< 1 Year,No,37508,152,260,0
634,Female,44,1,40,0,1-2 Year,Yes,36790,26,266,0
635,Male,21,1,4,0,< 1 Year,Yes,22577,152,204,0
636,Male,36,1,46,0,1-2 Year,Yes,20819,26,137,0
637,Male,24,1,28,1,< 1 Year,No,55467,152,84,0
638,Female,53,1,8,0,1-2 Year,Yes,60483,7,30,0
639,Male,52,1,28,1,1-2 Year,No,35031,26,88,0
640,Male,23,1,35,1,< 1 Year,No,34056,152,233,0
641,Female,49,1,48,1,1-2 Year,No,2630,26,245,0
642,Female,23,1,29,1,< 1 Year,No,27636,152,145,0
643,Female,23,1,41,1,< 1 Year,No,44043,152,65,0
644,Male,40,1,28,0,1-2 Year,No,32854,122,149,0
645,Male,23,1,15,1,< 1 Year,No,29541,152,258,0
646,Female,21,1,36,1,< 1 Year,No,30389,152,27,0
647,Male,30,1,28,0,1-2 Year,Yes,2630,157,298,0
648,Male,57,1,46,1,1-2 Year,No,2630,26,166,0
649,Male,55,1,28,1,1-2 Year,No,67745,124,93,0
650,Male,50,1,4,0,1-2 Year,Yes,26821,26,296,0
651,Female,44,1,28,0,1-2 Year,Yes,26567,26,215,0
652,Male,25,1,28,0,< 1 Year,Yes,41654,26,233,0
653,Male,43,1,23,0,1-2 Year,Yes,29155,154,277,0
654,Male,24,1,41,1,< 1 Year,No,24773,152,277,0
656,Male,23,1,44,0,< 1 Year,Yes,29267,152,41,0
657,Male,53,1,13,0,1-2 Year,Yes,2630,26,90,0
658,Male,23,1,46,1,1-2 Year,Yes,2630,156,234,0
659,Male,24,1,36,1,< 1 Year,No,36975,152,88,0
660,Female,24,1,28,0,< 1 Year,Yes,32681,152,116,0
661,Male,60,1,28,0,1-2 Year,Yes,68548,26,298,0
663,Male,29,1,28,1,< 1 Year,No,25850,152,125,0
664,Female,21,1,46,1,< 1 Year,No,41238,152,195,0
665,Male,25,1,14,1,< 1 Year,No,39723,152,278,0
666,Female,45,1,35,1,1-2 Year,No,52448,26,105,0
667,Female,22,1,47,1,< 1 Year,No,24233,152,231,0
668,Male,55,1,17,1,1-2 Year,No,36693,26,212,0
670,Female,23,1,28,1,< 1 Year,No,49577,152,55,0
671,Male,26,1,47,1,< 1 Year,No,33045,152,188,0
672,Male,68,1,28,0,1-2 Year,Yes,45626,26,68,0
673,Female,63,1,28,0,1-2 Year,Yes,2630,26,172,0
674,Male,27,1,36,1,< 1 Year,No,32286,152,75,0
676,Female,48,1,28,1,1-2 Year,No,45148,124,240,0
677,Female,35,1,35,0,1-2 Year,Yes,37646,26,198,0
678,Male,71,1,28,1,1-2 Year,No,33685,122,10,0
680,Male,53,1,29,0,1-2 Year,Yes,2630,156,141,0
681,Male,22,1,41,1,< 1 Year,No,31827,152,69,0
682,Female,67,1,41,0,1-2 Year,Yes,31554,124,30,0
683,Female,76,1,28,1,1-2 Year,No,37753,124,38,0
684,Female,47,1,30,0,1-2 Year,Yes,2630,154,227,0
685,Male,36,1,35,0,1-2 Year,Yes,25017,124,203,0
686,Male,46,1,28,0,1-2 Year,Yes,31663,26,235,0
687,Female,35,1,3,0,1-2 Year,No,2630,26,43,0
688,Female,66,1,8,0,1-2 Year,No,48089,7,205,0
690,Female,23,1,41,1,< 1 Year,No,33860,152,217,0
691,Male,44,1,28,0,1-2 Year,No,50633,124,103,0
692,Female,22,1,11,0,< 1 Year,Yes,35557,152,110,0
693,Female,28,1,11,1,< 1 Year,No,2630,152,101,0
694,Female,38,1,46,0,1-2 Year,Yes,2630,157,83,0
695,Female,48,1,10,0,1-2 Year,Yes,39818,26,180,0
696,Male,41,1,28,0,1-2 Year,Yes,49845,124,168,0
697,Female,31,1,8,1,< 1 Year,No,41106,152,37,0
698,Male,42,1,8,1,1-2 Year,No,2630,26,193,0
699,Male,48,1,41,1,1-2 Year,No,2630,124,18,0
700,Male,42,1,28,0,1-2 Year,Yes,2630,122,235,0
701,Female,24,1,47,1,< 1 Year,No,35665,152,174,0
702,Male,76,1,3,1,1-2 Year,No,28290,26,146,0
704,Female,25,1,28,1,< 1 Year,No,34410,152,219,0
705,Male,43,1,28,0,1-2 Year,Yes,26259,124,116,0
707,Female,24,1,11,1,< 1 Year,No,32803,152,239,0
708,Male,46,1,8,0,1-2 Year,No,35183,155,68,0
709,Female,45,1,28,1,1-2 Year,No,28586,124,129,0
710,Male,24,1,49,1,< 1 Year,No,19613,152,167,0
711,Female,46,1,0,0,1-2 Year,Yes,2630,47,292,0
712,Female,33,1,28,0,1-2 Year,Yes,28188,122,257,0
713,Male,23,1,18,1,< 1 Year,No,18086,152,139,0
714,Male,38,1,39,0,1-2 Year,Yes,2630,127,244,0
716,Female,26,1,46,1,< 1 Year,No,30380,152,268,0
718,Male,23,1,29,0,< 1 Year,Yes,28070,153,136,0
720,Male,40,1,8,0,1-2 Year,Yes,71479,124,107,0
721,Male,24,1,10,1,< 1 Year,No,31953,152,83,0
722,Male,39,1,18,0,1-2 Year,Yes,43177,124,12,0
723,Female,42,1,28,1,1-2 Year,No,61279,26,224,0
724,Female,76,1,29,1,1-2 Year,No,48834,26,54,0
725,Female,31,1,10,1,< 1 Year,No,30459,152,295,0
726,Female,21,1,15,0,< 1 Year,Yes,31946,152,216,0
727,Male,48,1,37,1,1-2 Year,No,22242,26,283,0
728,Female,23,1,27,0,< 1 Year,No,27629,152,228,0
729,Male,28,1,9,1,< 1 Year,No,34010,152,145,0
730,Female,43,1,28,0,1-2 Year,Yes,41103,26,258,0
731,Male,35,1,28,0,1-2 Year,Yes,33273,122,255,0
732,Female,35,1,28,0,1-2 Year,Yes,39339,124,170,0
734,Female,24,1,33,1,< 1 Year,Yes,31546,152,268,0
736,Female,69,1,28,0,1-2 Year,Yes,48756,124,285,0
737,Female,24,1,37,0,< 1 Year,Yes,49007,152,115,0
738,Male,29,1,8,1,< 1 Year,No,46278,152,69,0
740,Male,70,1,28,1,1-2 Year,No,36785,13,211,0
741,Male,50,1,8,0,1-2 Year,Yes,2630,26,276,0
742,Male,29,1,18,1,< 1 Year,No,36528,152,270,0
743,Male,23,1,28,1,< 1 Year,No,42463,152,160,0
744,Male,20,1,39,1,< 1 Year,No,31515,160,167,0
745,Male,29,1,4,1,< 1 Year,No,23080,152,103,0
746,Female,68,1,47,1,1-2 Year,No,25075,26,108,0
747,Male,25,1,27,0,< 1 Year,Yes,27136,152,155,0
748,Male,48,1,28,0,1-2 Year,Yes,31502,26,125,0
750,Male,44,1,28,1,1-2 Year,Yes,33844,26,81,0
752,Male,53,1,30,1,1-2 Year,No,2630,26,208,0
753,Male,24,1,7,0,< 1 Year,No,32560,152,291,0
754,Male,61,1,3,0,1-2 Year,Yes,27238,30,206,0
755,Female,33,1,28,0,< 1 Year,Yes,43563,154,240,0
756,Female,49,1,8,0,> 2 Years,Yes,40190,124,209,0
757,Female,53,1,33,0,1-2 Year,Yes,47367,124,254,0
758,Male,46,1,36,1,1-2 Year,No,37565,26,18,0
759,Female,44,1,28,0,1-2 Year,Yes,42376,124,298,0
760,Male,25,1,32,1,< 1 Year,No,2630,160,114,0
761,Male,26,1,15,0,< 1 Year,No,44116,152,125,0
763,Female,48,1,3,0,1-2 Year,Yes,28795,124,286,0
764,Female,35,1,28,0,1-2 Year,Yes,22773,124,193,0
765,Male,59,1,28,0,1-2 Year,Yes,2630,156,245,0
766,Female,23,1,33,1,< 1 Year,No,22900,152,24,0
768,Female,72,1,28,1,1-2 Year,No,65452,26,38,0
769,Female,44,1,41,0,1-2 Year,Yes,41968,124,222,0
770,Male,30,1,8,1,< 1 Year,No,45553,160,295,0
771,Female,31,1,28,1,1-2 Year,No,34827,124,71,0
772,Male,48,1,8,1,1-2 Year,No,39109,78,51,0
773,Female,33,1,18,1,< 1 Year,No,33981,152,248,0
774,Female,21,1,3,1,< 1 Year,No,31286,152,286,0
776,Male,52,1,3,0,1-2 Year,No,29058,26,198,0
777,Male,44,1,35,0,1-2 Year,No,2630,89,88,0
778,Male,20,1,13,0,< 1 Year,Yes,2630,160,222,0
779,Male,23,1,,,,,40765,152,144,0
780,Female,24,1,37,0,< 1 Year,Yes,21408,160,202,0
781,Male,45,1,28,1,1-2 Year,No,36212,124,82,0
782,Male,77,1,28,1,1-2 Year,No,33249,122,267,0
783,Female,23,1,30,1,< 1 Year,No,26275,152,108,0
784,Male,24,1,8,1,< 1 Year,No,33265,152,57,0
785,Female,37,1,33,0,1-2 Year,No,41890,124,167,0
786,Male,40,1,8,0,1-2 Year,Yes,31043,124,279,0
787,Male,65,1,48,0,1-2 Year,Yes,2630,26,90,0
788,Female,54,1,41,1,1-2 Year,No,19700,26,39,0
789,Male,33,1,28,0,1-2 Year,Yes,43580,26,37,0
791,Male,20,1,8,1,< 1 Year,No,44400,160,275,0
792,Female,20,1,2,1,< 1 Year,Yes,31207,160,195,0
793,Male,24,1,8,0,< 1 Year,No,2630,152,12,0
795,Male,71,1,16,0,1-2 Year,Yes,2630,26,134,0
796,Female,23,1,43,0,< 1 Year,Yes,46257,152,215,0
797,Male,26,1,27,1,< 1 Year,No,49625,152,151,0
798,Female,27,1,25,1,< 1 Year,No,29214,152,46,0
799,Female,23,1,8,1,< 1 Year,No,50423,152,73,0
800,Male,45,1,28,1,1-2 Year,No,29055,124,279,0
801,Male,26,1,14,1,< 1 Year,No,24354,151,171,0
802,Male,23,1,28,1,< 1 Year,No,57911,152,34,0
803,Female,29,1,15,1,< 1 Year,No,37098,152,185,0
804,Female,45,1,28,1,1-2 Year,No,2630,32,214,0
805,Female,26,1,28,1,< 1 Year,Yes,42200,26,251,0
808,Female,21,1,36,1,< 1 Year,No,32204,160,221,0
809,Female,24,1,3,1,< 1 Year,Yes,29376,160,112,0
810,Female,24,1,8,1,< 1 Year,No,58326,152,96,0
811,Male,22,1,2,1,< 1 Year,No,34772,152,105,0
812,Female,25,1,37,0,< 1 Year,Yes,47183,152,204,0
813,Female,54,1,50,1,1-2 Year,No,32573,154,153,0
815,Female,26,1,28,1,< 1 Year,No,38448,152,216,0
816,Female,22,1,33,1,< 1 Year,No,38214,152,21,0
817,Female,36,1,28,1,1-2 Year,No,2630,125,232,0
818,Female,59,1,8,0,1-2 Year,Yes,80682,124,280,0
819,Female,23,1,39,1,< 1 Year,No,50821,152,201,0
820,Female,67,1,41,0,1-2 Year,Yes,40821,124,73,0
821,Female,41,1,38,0,1-2 Year,Yes,30438,124,299,0
822,Male,25,1,11,1,< 1 Year,No,18009,160,87,0
823,Female,46,1,28,0,1-2 Year,Yes,30184,124,110,0
824,Female,23,1,14,0,< 1 Year,Yes,27404,152,293,0
825,Female,26,1,9,1,< 1 Year,No,37801,152,121,0
826,Female,37,1,35,0,1-2 Year,No,2630,26,71,0
827,Male,66,1,50,1,1-2 Year,No,38590,8,76,0
828,Female,33,1,13,0,1-2 Year,No,38411,124,176,0
829,Female,25,1,28,1,< 1 Year,No,29046,152,134,0
830,Male,23,1,29,1,< 1 Year,No,36838,152,182,0
831,Male,56,1,28,1,1-2 Year,No,48462,124,22,0
832,Female,41,1,35,0,1-2 Year,Yes,30495,10,136,0
833,Male,20,1,30,0,< 1 Year,No,25497,160,11,0
835,Male,66,1,41,0,1-2 Year,Yes,47749,26,144,0
836,Female,25,1,18,1,< 1 Year,No,25162,152,155,0
837,Female,29,1,33,1,< 1 Year,No,52537,152,291,0
838,Male,25,1,8,1,< 1 Year,No,2630,152,16,0
839,Male,52,1,8,0,1-2 Year,Yes,54581,26,234,0
840,Male,77,1,28,0,> 2 Years,Yes,60083,26,191,0
841,Male,21,1,8,0,< 1 Year,Yes,66657,152,59,0
842,Female,24,1,17,1,< 1 Year,No,28385,152,164,0
843,Female,24,1,37,0,< 1 Year,No,47282,152,65,0
844,Male,39,1,28,1,1-2 Year,No,38452,8,230,0
845,Male,44,1,17,0,1-2 Year,Yes,37272,124,231,0
848,Male,49,1,46,1,1-2 Year,No,2630,26,226,0
849,Female,24,1,41,1,< 1 Year,No,39342,152,27,0
850,Male,53,1,8,1,1-2 Year,No,44895,124,240,0
851,Female,67,1,50,0,1-2 Year,Yes,32592,120,101,0
854,Male,57,1,28,0,1-2 Year,Yes,67533,26,269,0
855,Female,30,1,28,1,< 1 Year,No,28647,152,190,0
856,Female,28,1,4,0,1-2 Year,Yes,2630,157,63,0
857,Female,22,1,15,0,< 1 Year,Yes,37932,152,293,0
858,Male,36,1,,,,,,,207,0
859,Male,23,1,36,0,< 1 Year,Yes,31668,152,31,0
860,Male,62,1,8,0,1-2 Year,Yes,30883,26,173,0
862,Male,29,1,41,0,< 1 Year,Yes,,,203,0
863,Male,44,1,50,0,1-2 Year,Yes,35668,65,40,0
864,Male,55,1,46,0,1-2 Year,Yes,31997,152,202,0
865,Female,49,1,41,0,1-2 Year,Yes,2630,26,65,0
866,Male,60,1,28,0,1-2 Year,No,46684,26,280,0
867,Male,21,1,46,1,< 1 Year,No,35733,160,93,0
868,Male,31,1,28,1,< 1 Year,No,24002,152,261,0
869,Female,42,1,3,0,1-2 Year,Yes,43811,154,243,0
870,Female,37,1,28,1,1-2 Year,No,48427,124,176,0
871,Female,40,1,30,1,1-2 Year,No,30719,152,261,0
872,Male,29,1,50,0,< 1 Year,Yes,32200,124,79,0
873,Male,34,1,41,1,1-2 Year,Yes,36264,26,241,0
874,Female,65,1,30,1,1-2 Year,Yes,2630,157,125,0
875,Male,73,1,48,0,1-2 Year,Yes,2630,15,94,0
876,Female,22,1,32,1,< 1 Year,No,35727,152,116,0
877,Male,50,1,28,1,1-2 Year,No,45072,26,65,0
878,Male,30,1,28,1,1-2 Year,Yes,2630,157,127,0
879,Female,52,1,11,0,1-2 Year,Yes,2630,156,195,0
880,Male,63,1,28,1,1-2 Year,Yes,65387,26,146,0
881,Female,47,1,28,1,1-2 Year,No,32752,26,105,0
884,Male,83,1,41,1,1-2 Year,No,40935,124,166,0
885,Male,72,1,28,0,1-2 Year,No,60923,124,179,0
886,Female,25,1,34,0,< 1 Year,Yes,2630,152,46,0
887,Male,57,1,28,0,1-2 Year,Yes,39067,26,134,0
888,Male,54,1,28,0,1-2 Year,Yes,36574,26,66,0
889,Male,24,1,41,1,< 1 Year,No,33243,152,33,0
890,Female,25,1,22,1,< 1 Year,No,29364,152,88,0
891,Female,77,1,3,0,1-2 Year,Yes,40743,26,65,0
892,Female,24,1,8,1,< 1 Year,No,33324,152,83,0
893,Male,45,1,3,1,1-2 Year,Yes,31641,124,183,0
894,Male,26,1,14,1,< 1 Year,No,2630,152,137,0
897,Female,28,1,18,1,< 1 Year,No,38784,152,264,0
898,Male,41,1,45,0,1-2 Year,Yes,26978,25,213,0
899,Male,24,1,28,0,1-2 Year,Yes,50974,124,266,0
900,Male,24,1,6,1,< 1 Year,Yes,29526,152,32,0
901,Female,28,1,2,1,< 1 Year,No,30514,152,65,0
902,Male,24,1,36,0,< 1 Year,No,30983,152,67,0
903,Male,49,1,45,0,1-2 Year,Yes,27937,124,132,0
904,Female,51,1,50,0,< 1 Year,Yes,45869,122,100,0
905,Female,69,1,28,0,1-2 Year,No,46732,13,259,0
906,Female,22,1,36,1,< 1 Year,Yes,2630,160,106,0
907,Male,44,1,28,0,1-2 Year,Yes,35482,26,59,0
908,Male,35,1,27,0,1-2 Year,Yes,22791,156,36,0
909,Male,30,1,38,1,1-2 Year,No,25412,124,175,0
910,Female,36,1,33,0,1-2 Year,Yes,2630,160,180,0
911,Female,21,1,28,0,< 1 Year,Yes,32733,152,145,0
913,Male,22,1,46,1,< 1 Year,No,21470,152,182,0
914,Female,25,1,35,1,< 1 Year,No,31745,152,242,0
915,Male,49,1,7,0,1-2 Year,No,36497,4,252,0
916,Female,31,1,29,1,< 1 Year,No,25259,152,42,0
917,Male,24,1,15,0,< 1 Year,Yes,27709,152,64,0
918,Female,47,1,8,0,1-2 Year,Yes,32305,26,80,0
920,Male,42,1,8,1,1-2 Year,No,28725,26,284,0
921,Female,70,1,6,1,1-2 Year,No,25776,124,105,0
922,Male,59,1,26,1,1-2 Year,No,47831,22,274,0
923,Male,24,1,8,1,< 1 Year,No,29817,152,88,0
924,Male,25,1,15,1,< 1 Year,No,30587,152,49,0
926,Male,22,1,28,1,< 1 Year,No,33860,152,247,0
927,Female,26,1,14,1,< 1 Year,No,42792,152,86,0
928,Female,81,1,28,1,1-2 Year,No,38673,26,36,0
929,Female,64,1,28,0,1-2 Year,Yes,54624,26,17,0
930,Female,31,1,12,0,1-2 Year,Yes,2630,26,186,0
933,Male,25,1,28,1,< 1 Year,No,54611,152,231,0
934,Female,22,1,41,1,< 1 Year,No,21700,152,124,0
935,Female,42,1,15,0,1-2 Year,Yes,27103,124,175,0
936,Female,23,1,36,1,< 1 Year,No,34976,152,100,0
937,Female,66,1,28,0,1-2 Year,Yes,35154,122,160,0
938,Male,64,1,25,0,> 2 Years,Yes,25272,26,91,0
939,Female,43,1,16,1,1-2 Year,No,34518,152,219,0
940,Male,25,1,2,0,< 1 Year,No,27134,152,65,0
941,Male,50,1,28,0,1-2 Year,Yes,26968,122,17,0
942,Male,35,1,8,1,1-2 Year,No,37449,124,70,0
943,Female,42,1,28,0,1-2 Year,Yes,43878,26,59,0
944,Female,25,1,36,0,< 1 Year,Yes,29430,152,271,0
945,Female,22,1,7,0,< 1 Year,Yes,49396,160,133,0
946,Female,42,1,28,1,1-2 Year,No,23211,26,113,0
947,Male,22,1,15,1,< 1 Year,No,38356,152,258,0
948,Female,22,1,37,0,< 1 Year,Yes,30266,160,88,0
949,Male,20,1,36,0,< 1 Year,Yes,41945,160,50,0
951,Female,22,1,45,1,< 1 Year,No,21280,152,45,0
952,Female,22,1,26,1,< 1 Year,No,33459,152,153,0
953,Male,45,1,46,0,1-2 Year,Yes,13895,124,113,0
954,Female,23,1,28,0,< 1 Year,Yes,65093,152,240,0
955,Male,57,1,39,0,1-2 Year,Yes,2630,124,49,0
956,Male,20,1,11,1,< 1 Year,No,29587,160,187,0
958,Female,28,1,30,0,< 1 Year,Yes,30354,26,232,0
959,Male,36,1,29,0,> 2 Years,Yes,28075,156,230,0
960,Female,21,1,45,0,< 1 Year,Yes,27546,160,279,0
961,Female,20,1,30,1,< 1 Year,No,35192,160,25,0
962,Male,23,1,41,1,< 1 Year,No,32978,152,112,0
963,Female,22,1,46,1,< 1 Year,No,59086,152,238,0
964,Male,33,1,15,1,< 1 Year,No,35268,152,268,0
965,Male,35,1,46,0,1-2 Year,Yes,23146,124,268,0
966,Female,25,1,8,1,< 1 Year,No,36341,152,65,0
967,Female,27,1,8,0,< 1 Year,No,42963,152,175,0
968,Male,47,1,3,0,1-2 Year,Yes,24495,7,284,0
969,Female,25,1,12,1,< 1 Year,No,23262,152,69,0
970,Male,33,1,36,0,1-2 Year,Yes,26910,124,31,0
973,Male,32,1,8,1,< 1 Year,No,30505,152,181,0
974,Male,40,1,8,0,1-2 Year,No,49097,26,208,0
975,Male,57,1,46,0,1-2 Year,Yes,2630,11,269,0
976,Female,23,1,46,0,< 1 Year,Yes,47385,152,277,0
977,Male,33,1,10,1,< 1 Year,No,21928,152,58,0
978,Female,67,1,28,0,1-2 Year,Yes,2630,42,138,0
980,Male,48,1,27,0,1-2 Year,Yes,32645,152,182,0
983,Male,24,1,17,1,< 1 Year,No,29625,83,286,0
984,Female,23,1,47,0,< 1 Year,No,29431,151,257,0
986,Female,25,1,46,1,< 1 Year,No,20804,152,204,0
987,Female,23,1,16,1,< 1 Year,No,2630,26,145,0
988,Male,23,1,47,1,< 1 Year,No,31231,152,,0
990,Female,51,1,28,1,1-2 Year,No,37768,25,,0
991,Female,43,1,3,0,1-2 Year,Yes,30437,26,,0
992,Male,66,1,3,1,1-2 Year,No,2630,26,,0
993,Female,25,1,3,1,< 1 Year,No,22102,152,163,0
994,Female,27,1,10,1,< 1 Year,No,30517,152,125,0
995,Female,,1,28,0,1-2 Year,Yes,42064,26,163,0
996,Female,,1,35,1,< 1 Year,No,41195,152,148,0
997,Male,,1,28,1,< 1 Year,No,38881,152,120,0
1000,Female,,1,46,1,< 1 Year,No,29298,160,37,0
1001,Male,,1,18,0,1-2 Year,Yes,47406,26,212,0
1002,Female,,1,28,1,< 1 Year,No,43080,152,76,0
